지표연도,학교명,설립구분,지역,학부 정원내 재학생수,학부 정원내외 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,전임교원수(명),교원법정정원(명),전임교원 확보율,시설면적(㎡),기준면적(㎡),교사 확보율,정원내 입학자수(명),정원내 모집인원(명),정원내 신입생 충원율,정원내 재학생수(명),학생정원-학생모집정지인원(명),정원내 재학생 충원율,총교육비(천원),등록금(천원),교육비 환원율,장학금(천원),등록금(천원),장학금 비율,등록금(천원),운영수입(세입총액)(천원),[1.2.1] 세입 중 등록금 비율,기부금(천원),운영수입(세입총액)(천원),[1.2.1] 세입 중 기부금 비율,법인전입금(천원),운영수입(천원),[1.2.1] 세입 중 법인전입금 비율(사립대),강사료 계(원),강의시간수 계(시간),[3.1.2] 시간강사 강의료,교내연구비(천원),전임교원수(명),[3.1.3] 전임교원 1인당 교내연구비,학부 및 대학원 재학생수,직원수(명),[3.2.1] 직원 1인당 학생수,수용인원(명),재학생수(명),[4.1.2] 기숙사 수용률,자료구입비(원),학생수(명),[4.1.3] 재학생 1인당 연간 자료구입비(결산),도서관직원수(명),학부 및 대학원 재학생수,"[4.1.3] 재학생 1,000명당 도서관 직원수",등재(후보)지 논문 건수(건),전임교원수(명),[5.1.1] 전임교원 1인당 등재(후보)지 논문 실적,SCI급 논문 건수(건),전임교원수(명),[5.1.1] 전임교원 1인당 SCI급 논문 실적,저역서수(건),전임교원수(명),[5.1.1] 전임교원 1인당 저역서 실적,교외연구비(천원),전임교원수(명),[5.1.1] 전임교원 1인당 교외연구비,[5.1.1] 연구성과 기준값 대비 실적,취업자(명),졸업자(명),[5.1.2] 졸업생의 취업률
2019,서원대학교,사립,충북,6198,6785,6989,6989,6989,235,319,73.66771,103919,102504,101.38043,1620,1625,99.6923,6198,6513,95.16351,68319754.04,46064620.5,148.31285,9175309.47,44701334.48,20.5258,46064620.5,70393721.4,65.43853,814670.921,70393721.4,1.1573,221801,70393721.4,0.31508,385522500,7009.5,55000,466310,235,1984.29787,6989,138,50.64492,965,6785,14.22254,419999362,7245,57970.92643,10.4,6989,1.48805,272.367,235,1.159,41.093,235,0.17486,23.4315,235,0.0997,3300153,235,14043.20425,9.63745,868,1613,53.81277
2019,선문대학교,사립,충남,7773,9189,9584,9584,9584,321,442,72.62443,231754,141238,164.08756,2059,2057,100.09722,7773,8284,93.83148,119936688.3,70983407.63,168.96439,15301796,67461588.19,22.68223,70983407.63,120708817.5,58.80548,3501059.949,120708817.5,2.90041,3942700,120708817.5,3.26628,738993700,13483.4,54807.6672,676771,321,2108.32087,9584,219,43.76255,3650,9420,38.74734,839956523,9804,85674.87994,9.8,9584,1.02253,161.4793,321,0.50305,73.9927,321,0.2305,31.4945,321,0.09811,6039610,321,18814.98442,9.33054,1239,1776,69.76351
2019,성결대학교,사립,경기,5032,5407,5835,5835,5835,176,262,67.17557,67695,67196,100.7426,1226,1228,99.83713,5032,4964,101.36986,52900992.5,38867973.7,136.10432,6638021.3,34779941.69,19.08577,38867973.7,55599375.9,69.90721,413047.721,55599375.9,0.74289,383396.54,55599375.9,0.68956,15390000,285,54000,168000,176,954.54545,5835,111,52.56756,601,5458,11.01135,351643236,5806,60565.49018,6.4,5835,1.09682,137.2857,176,0.78003,19.0013,176,0.10796,23.9999,176,0.13636,1267664,176,7202.63636,7.77802,616,944,65.25423
2019,성공회대학교,사립,서울,1964,2086,2430,2430,2430,83,116,71.55172,37053,29936,123.77405,502,504,99.60317,1964,2019,97.27587,23585002.15,16984442.51,138.86238,2804695.06,13623343.46,20.58742,16984442.51,24988547.11,67.9689,753223.133,24988547.11,3.01427,330000,24988547.11,1.3206,221552000,3632,61000,39000,83,469.87951,2430,69,35.21739,459,2167,21.18135,214606860,2436,88098.05418,4,2430,1.64609,26.8278,83,0.32322,3.3667,83,0.04056,4.579,83,0.05516,1609428,83,19390.69879,11.40697,292,454,64.31718
2019,성균관대학교,사립,서울,14706,19798,27097,27097,27097,982,1335,73.55805,561059,297670,188.48355,3299,3308,99.72793,14706,13560,108.45132,728604534.6,261750352.3,278.35856,42206501.67,154481028,27.32147,261750352.3,554364963.3,47.21625,21977958.88,554364963.3,3.96452,29048000,554364963.3,5.23986,0,0,0,30725764,1448,21219.45027,27097,411,65.92944,5280,24738,21.34368,5114663081,26602,192266.1109,38.7,27097,1.4282,476.0134,1448,0.32873,1321.9799,1448,0.91296,56.3247,1448,0.03889,304482596,1448,210278.0359,40.78213,2470,3206,77.04304
2019,성신여자대학교,사립,서울,8223,8966,9735,9735,9735,316,456,69.29824,189056,139720,135.31062,2058,2061,99.85443,8223,8240,99.79368,114884792.7,78003552.5,147.28148,17460914.19,69744458,25.03555,78003552.5,115142664,67.74513,702275.228,115142664,0.60991,60000,115142664,0.0521,1283737470,24100.5,53266.00983,1692000,316,5354.43037,9735,260,37.4423,934,9549,9.78112,1220346581,9940,122771.2858,14.6,9735,1.49974,261.0653,316,0.82615,30.8448,316,0.09761,19.0797,316,0.06037,3478471,316,11007.81962,6.27598,1251,2100,59.57142
2019,세명대학교,사립,충북,7001,7545,7803,7803,7803,262,360,72.77777,182000,122031,149.14243,1882,1885,99.84084,7001,7600,92.11842,80347218.9,52346148.98,153.49212,10717399.35,50245332.74,21.33013,52346148.98,85000745.16,61.58316,667834.382,85000745.16,0.78568,1100000,85000745.16,1.2941,648780000,12225,53069.93865,702000,279,2516.12903,7803,156,50.01923,3320,7803,42.54773,588934777,7921,74351.06388,7.1,7803,0.9099,247.08,279,0.88559,60.3848,279,0.21643,13.1068,279,0.04697,5322148,279,19075.79928,9.43761,1121,1679,66.76593
2019,세종대학교,사립,서울,9646,11799,14208,14208,14208,514,685,75.03649,252992,187878,134.65759,2318,2331,99.44229,9646,9323,103.46455,196971884.7,115236031.1,170.92907,18115478.53,90201983.5,20.08323,115236031.1,174400091.6,66.07567,2105048.701,174400091.6,1.20702,1032467,174400091.6,0.59201,399378000,7546,52925.78849,2927997,514,5696.49221,14208,167,85.07784,1417,12688,11.16803,1436355793,14224,100981.1441,9.3,14208,0.65456,192.9962,514,0.37547,303.5773,514,0.59061,23.2615,514,0.04525,57721546,514,112298.7276,24.76152,1480,2307,64.15257
2019,세한대학교,사립,전남,3778,4003,4114,4114,4114,144,194,74.2268,129269,61752,209.33573,913,914,99.89059,3778,3959,95.42813,27045724.65,23502950.08,115.07374,3936436.35,22657246.08,17.37385,23502950.08,41119252.4,57.15801,499631.45,41119252.4,1.21507,30000,41119252.4,0.07295,47760000,900,53066.66666,144691,144,1004.79861,4114,66,62.33333,1487,4046,36.75234,229596198,4316,53196.52409,5.1,4114,1.23966,97.1639,144,0.67474,7.1763,144,0.04983,18.4204,144,0.12791,168003,144,1166.6875,4.86865,417,613,68.0261
2019,송원대학교,사립,광주,2578,2790,2869,2869,2869,107,156,68.58974,51658,49272,104.8425,791,800,98.875,2578,3200,80.5625,24733174.47,18009600.53,137.33327,3626777.62,17413921.96,20.82688,18009600.53,28313077.7,63.60877,168900.928,28313077.7,0.59654,800000,28313077.7,2.82554,154230000,2910,53000,111700,107,1043.92523,2869,67,42.82089,424,2809,15.09433,102922190,2970,34653.93602,3.8,2869,1.3245,72.6994,107,0.67943,8.3666,107,0.07819,33.6166,107,0.31417,542131,107,5066.64485,8.49995,321,466,68.88412
2019,수원가톨릭대학교,사립,경기,132,135,179,179,179,11,19,57.89473,23411,5220,448.48659,33,90,36.66666,132,360,36.66666,6749912.7,1067763.333,632.15438,754564.15,629904.25,119.79029,1067763.333,9547553.026,11.18363,2289587.681,9547553.026,23.98088,4386806.62,9547553.026,45.94692,39200000,784,50000,21542,11,1958.36363,179,35,5.11428,249,179,139.10614,114934253,182,631506.8846,2.6,179,14.52513,0,11,0,0,11,0,3,11,0.27272,5500,11,500,4.1461,0,0,0
2019,수원대학교,사립,경기,8500,9372,10270,10270,10270,355,503,70.57654,210558,156387,134.63906,2201,2204,99.86388,8500,8784,96.76684,100659658.2,75573785.9,133.19388,13428497.95,67489825.7,19.89707,75573785.9,112240719.1,67.33187,314130.517,112240719.1,0.27987,5005000,112240719.1,4.45916,136290000,2310,59000,287620,355,810.19718,10270,141,72.83687,1054,9732,10.83025,587145491,10388,56521.51434,10.8,10270,1.0516,99.9567,355,0.28156,44.8016,355,0.1262,13.5098,355,0.03805,4478800,355,12616.33802,5.1338,1437,2324,61.83304
2019,숙명여자대학교,사립,서울,9039,10146,12342,12342,12342,449,576,77.95138,191806,151722,126.41937,2107,2117,99.52763,9039,8936,101.15264,173993788.4,100253197.6,173.55435,17233669.81,76723727,22.46198,100253197.6,163684506.9,61.24782,2400387.874,163684506.9,1.46647,50008.128,163684506.9,0.03055,0,0,0,1403666,453,3098.60044,12342,357,34.57142,1290,10930,11.80237,1980243004,12367,160123.1506,14.9,12342,1.20725,301.487,453,0.66553,113.4036,453,0.25033,38.6811,453,0.08538,18927708,453,41783.01986,12.30644,1347,2090,64.44976
2019,순천대학교,국립,전남,6439,7017,7778,7778,7778,326,385,84.67532,166217,116251,142.98113,1583,1598,99.06132,6439,6543,98.41051,105890367.1,27659574.92,382.83439,5002405.93,26015673.07,19.22843,27659574.92,102637985.2,26.94867,772731.61,102637985.2,0.75287,,,,1486713500,19494,76265.18415,599070,326,1837.63803,7778,267,29.13108,2141,7392,28.96374,1076364922,7771,138510.4777,12,7778,1.54281,181.025,326,0.55529,97.5378,326,0.29919,18.3719,326,0.05635,25907690,326,79471.44171,16.32268,774,1456,53.15934
2019,순천향대학교,사립,충남,9405,10724,11725,11725,11725,418,521,80.23032,223496,170399,131.16039,2350,2358,99.66072,9405,9655,97.41066,220985530.1,91838386.66,240.62436,16619849.96,81792340.24,20.31956,91838386.66,197249264.8,46.55955,1557578.443,197249264.8,0.78964,10769462.19,197249264.8,5.45982,1303458000,24132,54013.67478,2981451,930,3205.86129,11725,289,40.57093,4196,10999,38.14892,1487792287,11750,126620.6202,11.3,11725,0.96375,258.9332,930,0.27842,261.8163,930,0.28152,24.0163,930,0.02582,29363181,930,31573.3129,9.95219,1525,2219,68.72465
2019,숭실대학교,사립,서울,10767,13617,16211,16211,16211,513,768,66.79687,207721,192774,107.75363,2674,2680,99.77611,10767,10730,100.34482,197300115.9,129239195.7,152.66275,17483866.71,100901543.4,17.32765,129239195.7,193107764.4,66.92594,5867160.511,193107764.4,3.03828,1349617.06,193107764.4,0.69889,334938000,6100.5,54903.36857,4028259,513,7852.35672,16211,266,60.9436,1702,14231,11.9598,2210257535,15979,138322.6444,16.3,16211,1.00549,447.829,513,0.87296,184.7917,513,0.36021,59.0587,513,0.11512,30247445,513,58961.88109,17.23934,1696,2434,69.67953
2019,신경대학교,사립,경기,606,636,636,636,636,36,50,72,12892,14724,87.55772,214,240,89.16666,606,1035,58.55072,6385127.404,4553002.91,140.23991,862397.17,4541872.91,18.98769,4553002.91,5927810.87,76.80749,45040,5927810.87,0.7598,0,5927810.87,0,23546700,459,51300,0,36,0,636,19,33.47368,104,636,16.3522,10926500,660,16555.30303,0.8,636,1.25786,10.9859,36,0.30516,0.4207,36,0.01168,0.1,36,0.00277,200000,36,5555.55555,1.70085,93,149,62.4161
2019,신라대학교,사립,부산,7935,8902,9645,9645,9645,321,436,73.62385,140406,139792,100.43922,2141,2141,100,7935,8590,92.37485,91108122.34,61928601.72,147.118,10327372.29,56403849.97,18.30969,61928601.72,99095995.92,62.49354,619686.42,99095995.92,0.62533,400000,99095995.92,0.40364,38674000,697,55486.37015,398672,321,1241.96884,9645,176,54.80113,1226,9133,13.42384,544971139,10391,52446.45741,13.8,9645,1.43079,188.3013,321,0.5866,31.0158,321,0.09662,27.8789,321,0.08685,6510610,321,20282.27414,6.87741,1188,1864,63.7339
2019,신한대학교,사립,경기,5178,6395,6643,6643,6643,228,312,73.07692,125297,94580,132.47726,1456,1463,99.52153,5178,5812,89.09153,72285512.93,56857658.47,127.13417,9081407.43,55948778.47,16.23164,56857658.47,76710305.18,74.11997,569560.562,76710305.18,0.74248,407224,76710305.18,0.53085,624780000,12015,52000,300000,228,1315.78947,6643,271,24.51291,674,6323,10.65949,516571002,6718,76893.56981,8.4,6643,1.26448,169.8987,228,0.74516,15.1899,228,0.06662,33.5524,228,0.14715,3988398,228,17492.97368,7.31308,1073,1424,75.35112
2019,아세아연합신학대학교,사립,경기,624,655,1298,1298,1298,56,79,70.88607,16898,12504,135.14075,152,188,80.85106,624,748,83.42245,10725153.49,8156638,131.48987,837902.683,4381101,19.12539,8156638,12355609.39,66.01566,1160202.461,12355609.39,9.39008,44348.828,12355609.39,0.35893,70380000,1530,46000,62250,56,1111.60714,1298,30,43.26666,269,894,30.08948,126165212,1409,89542.37899,2,1298,1.54083,25.7,56,0.45892,1.5,56,0.02678,5.8429,56,0.10433,0,56,0,2.80176,0,0,0
2019,아주대학교,사립,경기,8410,9850,13986,13986,13986,517,724,71.40883,229174,163160,140.45967,1849,1863,99.24852,8410,7696,109.27754,297137281.3,121091402.5,245.38264,13403980.96,76529804,17.51472,121091402.5,232056184.9,52.18193,4865910.554,232056184.9,2.09686,11132857.85,232056184.9,4.79748,375545000,7458.1,50353.97755,5549609,725,7654.6331,13986,275,50.85818,2824,11105,25.42998,2908918147,13884,209515.8562,21.3,13986,1.52295,226.9132,725,0.31298,392.6707,725,0.54161,30.4097,725,0.04194,82802847,725,114210.8234,23.74682,1353,1889,71.62519
2019,안동대학교,국립,경북,5595,5914,6463,6463,6463,275,333,82.58258,170977,104012,164.38199,1449,1462,99.1108,5595,5844,95.73921,82418278.08,23659995.27,348.34444,4203117.65,21599233.78,19.45956,23659995.27,89685165.49,26.38116,537590,89685165.49,0.59941,,,,880729000,12095,72817.61058,350000,275,1272.72727,6463,241,26.81742,2057,6273,32.79132,404340860,6652,60784.85568,11,6463,1.70199,248.5182,275,0.9037,56.3383,275,0.20486,46.3111,275,0.1684,12975535,275,47183.76363,13.80348,665,1200,55.41666
2019,안양대학교,사립,경기,4484,4801,5409,5409,5409,192,263,73.0038,69120,63561,108.74592,1123,1138,98.68189,4484,4650,96.4301,54294742.83,40054599.93,135.55182,6399831.848,34916884.93,18.32875,40054599.93,55320589.43,72.4045,443681.947,55320589.43,0.80201,190689.898,55320589.43,0.34469,183120000,3270,56000,341775,192,1780.07812,5409,103,52.51456,284,4964,5.72119,309243360,5404,57224.90007,8.1,5409,1.4975,123.4952,192,0.6432,16.912,192,0.08808,17.0944,192,0.08903,7778378,192,40512.38541,8.92253,657,1018,64.53831
2019,연세대학교,사립,서울,15325,19084,30301,30301,30301,1147,1489,77.03156,969221,330201,293.52455,3378,3392,99.58726,15325,14128,108.47253,1200376912,385775176.3,311.1597,35596963.88,164437331.6,21.64773,385775176.3,915354224.6,42.1449,40819908.79,915354224.6,4.45946,55894324.08,915354224.6,6.1063,1947457540,29832.1,65280.60511,11845023,1682,7042.22532,30301,888,34.12274,9630,26266,36.66336,8085967532,30729,263137.9977,58.2,30301,1.92072,529.9154,1682,0.31505,1390.6067,1682,0.82675,104.477,1682,0.06211,355398228,1682,211295.0226,39.45215,2198,3137,70.06694
2019,연세대학교(미래),사립,강원,6313,7421,8400,8400,8400,266,372,71.50537,180391,108095,166.8819,1456,1470,99.04761,6313,6061,104.15772,,,,10850316.49,60110253.86,18.05069,,,,,,,,,,763382400,12518,60982.7768,911700,397,2296.47355,8400,214,39.25233,4497,7854,57.25744,1606705486,7840,204936.9242,12.1,8400,1.44047,94.8176,397,0.23883,163.985,397,0.41306,15.5262,397,0.0391,22185603,397,55883.13098,15.0906,1011,1515,66.73267
2019,영남대학교,사립,경북,18984,20960,23521,23521,23521,768,1109,69.25157,424631,328558,129.2408,4544,4562,99.60543,18984,18730,101.35611,302917958.1,175435645.4,172.66614,29374015.17,150209961.2,19.5553,175435645.4,292492820.5,59.97947,6781846.209,292492820.5,2.31863,7425449.9,292492820.5,2.53867,2126287300,30470.6,69781.60259,5921043,914,6478.1652,23521,533,44.12945,3418,22854,14.9558,2679291058,23864,112273.343,31,23521,1.31797,427.3489,914,0.46755,585.2059,914,0.64026,50.0549,914,0.05476,47046364,914,51473.04595,20.07092,2527,4593,55.0185
2019,영남신학대학교,사립,경북,400,447,733,733,733,32,39,82.05128,20617,9408,219.14328,115,115,100,400,470,85.10638,6441476.955,4337738.004,148.49852,638355.16,2438905.334,26.17383,4337738.004,7474168.134,58.03639,581324.017,7474168.134,7.77777,414666.845,7474168.134,5.54799,42300000,900,47000,75500,32,2359.375,733,18,40.72222,368,732,50.27322,51902311,717,72388.16039,2,733,2.72851,28,32,0.875,0,32,0,9.7335,32,0.30417,36000,32,1125,7.40781,13,24,54.16666
2019,영산대학교,사립,경남,6138,6889,7191,7191,7191,242,340,71.17647,138822,97980,141.68401,1498,1505,99.53488,6138,6032,101.75729,71197592.7,39890751.87,178.48145,8179676.601,37885971.79,21.59025,39890751.87,73679926.73,54.14059,308655.723,73679926.73,0.41891,2177000,73679926.73,2.95467,152412000,2931,52000,338250,242,1397.72727,7191,129,55.74418,1568,6958,22.53521,391717677,7230,54179.48506,7.8,7191,1.08468,117.9387,242,0.48735,15.1738,242,0.0627,26.4039,242,0.1091,1962728,242,8110.44628,5.01617,785,1208,64.98344
2019,영산선학대학교,사립,전남,31,33,33,33,33,11,8,137.5,5986,4800,124.70833,5,50,10,31,200,15.5,1414932.99,91000,1554.87141,129995.6,91000,142.8523,91000,1466398.237,6.20568,323377.093,1466398.237,22.05247,1048155.64,1466398.237,71.47823,3750000,75,50000,14000,11,1272.72727,33,7,4.71428,140,33,424.24242,8085635,45,179680.7778,0.8,33,24.24242,1,11,0.0909,0,11,0,0,11,0,10000,11,909.0909,0.71428,0,0,0
2019,예수대학교,사립,전북,506,567,575,575,575,22,29,75.86206,12816,8288,154.6332,123,124,99.19354,506,526,96.19771,5127515.24,4080741.52,125.65155,619377.5,4019409.52,15.40966,4080741.52,6318344.35,64.58561,81040,6318344.35,1.28261,152891.66,6318344.35,2.4198,28050000,510,55000,24000,22,1090.90909,575,22,26.13636,168,575,29.21739,49922187,595,83902.83529,1.8,575,3.13043,6.6,22,0.3,1.625,22,0.07386,6.754,22,0.307,9000,22,409.0909,6.76103,105,141,74.46808
2019,예원예술대학교,사립,전북,968,1142,1739,1739,1739,73,102,71.56862,26888,23256,115.61747,304,308,98.70129,968,1260,76.82539,6836614.726,9264600.69,73.79286,1319595.18,8210048.28,16.07292,9264600.69,12132809.26,76.35989,31079,12132809.26,0.25615,421123.623,12132809.26,3.47094,173826000,3855,45091.05058,0,75,0,1739,37,47,108,1142,9.45709,40884540,1358,30106.43593,1.8,1739,1.03507,17,75,0.22666,0,75,0,2.7,75,0.036,17400,75,232,1.2779,83,173,47.97687
2019,용인대학교,사립,경기,5577,6229,6984,6984,6984,219,340,64.41176,106164,95744,110.88318,1405,1413,99.43382,5577,5723,97.44889,65366513.32,53007867,123.31473,8462364.497,44844109,18.87062,53007867,73809507.99,71.81712,1749533.988,73809507.99,2.37033,90000,73809507.99,0.12193,395479500,7687,51447.834,128500,219,586.75799,6984,127,54.99212,1353,5865,23.06905,410479815,6949,59070.34321,7.8,6984,1.11683,111.5685,219,0.50944,11.0392,219,0.0504,16.904,219,0.07718,2113008,219,9648.43835,7.38245,927,1389,66.73866
2019,우석대학교,사립,전북,6621,7311,8226,8226,8226,270,385,70.12987,197658,117763,167.84388,1713,1724,99.36194,6621,7080,93.51694,82005521.83,50493304.43,162.4087,6962451.675,44694048.12,15.57802,50493304.43,77733735.18,64.95674,827684.513,77733735.18,1.06476,730902,77733735.18,0.94026,539490000,9945,54247.36048,394989,283,1395.72084,8226,194,42.40206,2309,7838,29.45904,457312068,7994,57206.91368,8.4,8226,1.02115,84.1312,283,0.29728,14.6827,283,0.05188,14.7123,283,0.05198,7225905,283,25533.23321,5.18302,919,1435,64.04181
2019,우송대학교,사립,대전,7916,9725,10376,10376,10376,344,482,71.36929,193391,127850,151.26398,2002,2011,99.55246,7916,8045,98.39651,107538027.7,75429777.05,142.56707,16862231.56,70221029.55,24.01307,75429777.05,114173149.3,66.06612,487939.429,114173149.3,0.42736,1830000,114173149.3,1.60282,560751500,9737,57589.7607,426450,344,1239.68023,10376,151,68.71523,2128,9973,21.33761,541247628,10317,52461.72608,13.5,10376,1.30107,76.0857,344,0.22117,49.6876,344,0.14444,39.5833,344,0.11506,1985556,344,5771.96511,5.74177,1267,1765,71.7847
2019,울산대학교,사립,울산,11034,12184,14146,14146,14146,501,663,75.56561,251724,202038,124.5924,2725,2735,99.63436,11034,11068,99.6928,266322644.2,102931552.9,258.73761,13281462.79,85321494,15.56637,102931552.9,218264164.3,47.15916,4618677.333,218264164.3,2.11609,18247667.67,218264164.3,8.36035,1576155000,30285,52044.08122,11418990,1131,10096.36604,14146,314,45.05095,2105,13322,15.80093,3760894973,13880,270957.8511,22.5,14146,1.59055,210.6283,1131,0.18623,711.7814,1131,0.62933,45.2442,1131,0.04,118176966,1131,104488.9178,24.13922,1544,2739,56.37093
2019,원광대학교,사립,전북,13743,15011,16681,16681,16681,538,767,70.14341,332893,268912,123.79254,3510,3530,99.43342,13743,14796,92.88321,221382152.5,124265918.9,178.15194,21770365.98,108451279.1,20.07386,124265918.9,200972940.7,61.83216,2414979.464,200972940.7,1.20164,1400376.055,200972940.7,0.69679,1088950000,19911,54690.87439,3136705,734,4273.44005,16681,259,64.4054,3575,16278,21.96215,1424165982,16799,84776.83088,18,16681,1.07907,362.5465,734,0.49393,147.0844,734,0.20038,33.7718,734,0.04601,37575447,734,51192.70708,11.19555,1951,3053,63.90435
2019,위덕대학교,사립,경북,2885,3046,3293,3293,3293,126,174,72.41379,56666,51154,110.7753,780,825,94.54545,2885,3330,86.63663,32401961.39,21735241.6,149.07569,4295179.709,20018073.26,21.4565,21735241.6,33004633.95,65.85512,348465.746,33004633.95,1.0558,518500,33004633.95,1.57099,84978000,1761,48255.53662,161000,126,1277.77777,3293,82,40.15853,681,3123,21.80595,298278220,3439,86733.99825,4.4,3293,1.33616,51.8279,126,0.41133,5.1583,126,0.04093,16.8858,126,0.13401,1271914,126,10094.55555,4.91795,400,623,64.20545
2019,유원대학교,사립,충북,3242,3419,3516,3516,3516,152,194,78.35051,82487,62160,132.70109,958,975,98.25641,3242,4070,79.65601,31974788.2,26258076.17,121.77125,6453516.567,25621609.5,25.18778,26258076.17,39459053.39,66.54512,1369950.2,39459053.39,3.47182,303000,39459053.39,0.76788,336600000,5610,60000,174251,152,1146.38815,3516,53,66.33962,1727,3420,50.49707,166670988,3789,43988.12034,3.9,3516,1.10921,35.7222,152,0.23501,8.9357,152,0.05878,14.1702,152,0.09322,1899464,152,12496.47368,4.42865,533,782,68.15856
2019,을지대학교,사립,대전,4234,4623,4898,4898,4898,174,234,74.35897,121945,73824,165.1834,1030,1031,99.903,4234,4401,96.2054,82712261.23,44355286.39,186.47667,8576208.12,41687890.4,20.57242,44355286.39,80746882.36,54.93126,8688715.994,80746882.36,10.76043,2930000,80746882.36,3.62862,563496500,10904,51677.96221,751900,408,1842.89215,4898,144,34.01388,694,4806,14.44028,584714327,5177,112944.6257,7.6,4898,1.55165,115.5257,408,0.28315,144.823,408,0.35495,26.05,408,0.06384,12494417,408,30623.57107,11.88264,893,1170,76.32478
2019,이화여자대학교,사립,서울,13716,16088,21700,21700,21700,771,1064,72.4624,506261,262524,192.8437,3025,3034,99.70336,13716,12664,108.30701,414476170.1,207081655.5,200.15108,28962848.14,128426348.1,22.5521,207081655.5,331102084.2,62.54314,11336153.9,331102084.2,3.42376,7930997.6,331102084.2,2.39533,2594747610,44560.8,58229.37671,12765366,962,13269.61122,21700,562,38.61209,4372,19709,22.18275,4817882767,21596,223091.4413,39.6,21700,1.82488,566.9136,962,0.5893,429.8385,962,0.44681,118.1742,962,0.12284,99311932,962,103234.8565,22.69846,1647,2651,62.12749
2019,인제대학교,사립,경남,8490,9398,10707,10707,10707,389,494,78.74493,188769,167176,112.91632,2162,2161,100.04627,8490,9064,93.66725,169128774,78251853.5,216.13388,12300361.16,66105160.3,18.60726,78251853.5,146617094.7,53.37157,2207397.251,146617094.7,1.50555,20069280.03,146617094.7,13.68822,772307500,16580.6,46578.98387,2220500,1001,2218.28171,10707,293,36.54266,2296,10092,22.75069,1746329861,10687,163406.93,12.1,10707,1.1301,192.0423,1001,0.19185,330.0751,1001,0.32974,41.6454,1001,0.0416,39003700,1001,38964.73526,11.63386,1374,2128,64.56766
2019,인천가톨릭대학교,사립,인천,613,664,776,776,776,46,49,93.87755,47859,18840,254.02866,165,166,99.39759,613,692,88.58381,10890139.28,6540100.317,166.51333,1203512.9,5479592.567,21.96354,6540100.317,13055139.06,50.09598,745789.53,13055139.06,5.71261,3644793.6,13055139.06,27.91845,201637500,3787.5,53237.62376,40000,46,869.56521,776,65,11.93846,208,776,26.80412,163032721,828,196899.4215,3,776,3.86597,21.1857,46,0.46055,0.454,46,0.00986,1.4,46,0.03043,831221,46,18070.02173,10.78567,111,166,66.86746
2019,인천대학교,국립대법인,인천,10559,11898,13362,13362,13362,491,635,77.32283,295559,161732,182.74614,2490,2497,99.71966,10559,10005,105.53723,184819413,62304262,296.64008,11649731.73,51973234.13,22.41486,62304262,218968338.4,28.45354,3526882.677,218968338.4,1.61068,,,,1643985000,26703,61565.55443,4495000,491,9154.78615,13362,339,39.41592,2226,12501,17.80657,1768898354,13500,131029.5077,14.6,13362,1.09265,344.5909,491,0.70181,266.0677,491,0.54188,27.6692,491,0.05635,22107140,491,45024.72505,18.15048,1773,2640,67.15909
2019,인하대학교,사립,인천,14921,17673,20352,20352,20352,676,984,68.69918,288583,264524,109.0952,3405,3412,99.79484,14921,13734,108.64278,312536019.3,165108899.1,189.29083,23695081.88,128548832.4,18.43274,165108899.1,240295419.4,68.71079,5314217.135,240295419.4,2.21153,7063303.15,240295419.4,2.93942,844893000,17131,49319.53768,6302391,824,7648.53276,20352,353,57.65439,2422,19030,12.72727,3096370247,20289,152613.2509,20.9,20352,1.02692,411.0292,824,0.49882,463.6037,824,0.56262,65.671,824,0.07969,91239154,824,110727.1286,24.88897,2291,3209,71.39295
2019,장로회신학대학교,사립,서울,591,637,2216,2216,2216,80,126,63.49206,43675,27472,158.98005,150,150,100,591,600,98.5,24708342.6,16275731.54,151.81094,791493.93,4171790.16,18.97252,16275731.54,27805271.95,58.53469,4677000.802,27805271.95,16.82055,962153,27805271.95,3.46032,198405000,3757.5,52802.3952,305000,80,3812.5,2216,46,48.17391,658,2069,31.8028,200645145,2177,92165.89113,7,2216,3.15884,76.75,80,0.95937,9,80,0.1125,22.8468,80,0.28558,226328,80,2829.1,8.2354,0,0,0
2019,전남대학교,국립,광주,17243,19253,23624,23624,23624,930,1113,83.55795,585306,342392,170.94616,3888,3896,99.79466,17243,16368,105.34579,363201612,101442164.7,358.03811,14300258.32,73641766.23,19.41867,101442164.7,328501531.2,30.88027,8717520.784,328501531.2,2.65372,,,,3657727150,46602.8,78487.28295,23673694,1264,18729.18829,23624,820,28.80975,5359,22745,23.56122,3274877577,24116,135796.8808,38.1,23624,1.61276,636.8984,1264,0.50387,604.7894,1264,0.47847,121.8869,1264,0.09642,122037074,1264,96548.31803,22.04149,2349,3901,60.21532
2019,전북대학교,국립,전북,16383,18144,21757,21757,21757,800,1016,78.74015,543733,324646,167.48489,3810,3825,99.60784,16383,15507,105.64906,351591513.4,90347159.69,389.15613,14433426.43,67246015.28,21.46361,90347159.69,278240064.8,32.47093,2864800.029,278240064.8,1.02961,,,,2397973800,30635,78275.62591,15011103,1042,14406.04894,21757,657,33.11567,5039,20980,24.01811,3028006597,21943,137994.1939,33.2,21757,1.52594,465.3237,1042,0.44656,564.0602,1042,0.54132,79.3949,1042,0.07619,93155426,1042,89400.60076,22.13095,1987,3634,54.67804
